CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0351,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer,116.02,6723.93,1
CUST0352,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,105.24,3265.9,1
CUST0353,Female,0,No,No,57,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,64.09,3649.97,0
CUST0354,Male,0,Yes,Yes,36,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,89.21,3216.4,0
CUST0355,Female,1,No,Yes,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer,43.46,780.51,1
CUST0356,Female,0,No,Yes,69,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,109.7,7572.25,1
CUST0357,Female,0,No,Yes,23,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No,One year,No,Mailed check,85.47,1971.6,1
CUST0358,Male,0,No,Yes,52,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,106.94,5552.24,1
CUST0359,Male,0,No,Yes,4,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Two year,No,Electronic check,50.84,203.62,0
CUST0360,Female,1,No,Yes,3,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,32.72,93.42,0
CUST0361,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,95.26,3817.59,0
CUST0362,Male,1,Yes,No,64,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.34,4049.93,0
CUST0363,Female,0,No,Yes,13,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card,65.17,852.66,1
CUST0364,Male,0,Yes,Yes,42,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,28.73,1215.46,0
CUST0365,Male,0,Yes,No,38,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,63.37,2402.66,0
CUST0366,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,35.3,1970.21,1
CUST0367,Male,0,Yes,No,31,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card,49.0,1528.65,1
CUST0368,Male,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,27.11,762.39,1
CUST0369,Female,0,Yes,Yes,42,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,27.94,1166.95,0
CUST0370,Female,0,No,Yes,0,Yes,No,No,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,42.22,-3.78,1
CUST0371,Male,0,No,Yes,49,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,28.98,1418.23,1
CUST0372,Female,0,Yes,No,25,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card,47.5,1193.11,0
CUST0373,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer,93.89,4036.63,1
CUST0374,Male,0,No,No,51,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Two year,No,Credit card,34.33,1757.34,0
CUST0375,Male,0,Yes,Yes,68,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,110.64,7528.59,0
CUST0376,Female,0,Yes,No,4,Yes,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,38.52,147.13,1
CUST0377,Female,0,No,Yes,29,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,83.24,2413.68,1
CUST0378,Male,0,No,Yes,14,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,28.39,398.48,1
CUST0379,Female,0,Yes,No,36,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.33,1273.67,0
CUST0380,Male,0,No,Yes,61,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,71.17,4347.45,0
CUST0381,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card,62.49,3741.31,1
CUST0382,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,90.41,1722.15,1
CUST0383,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,52.27,1305.22,1
CUST0384,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,118.52,3918.63,0
CUST0385,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,22.78,51.6,0
CUST0386,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,26.82,1707.19,1
CUST0387,Male,1,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.12,4435.04,1
CUST0388,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.02,1556.94,1
CUST0389,Male,0,Yes,Yes,64,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,No,Credit card,32.49,2069.84,0
CUST0390,Female,0,Yes,No,61,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,80.13,4893.1,0
CUST0391,Female,0,Yes,No,52,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card,46.63,2434.56,0
CUST0392,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,90.74,445.35,1
CUST0393,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,109.05,7199.41,1
CUST0394,Female,0,No,No,68,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,43.43,2943.73,0
CUST0395,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.35,3590.28,1
CUST0396,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,29.67,1869.31,1
CUST0397,Female,0,No,Yes,24,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer,78.65,1883.84,1
CUST0398,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,58.84,4055.03,0
CUST0399,Male,0,No,No,13,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Credit card,99.14,1298.59,0
CUST0400,Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer,95.77,2016.93,1
CUST0401,Female,1,Yes,No,41,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,101.18,4141.5,0
CUST0402,Female,0,No,Yes,9,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,54.96,486.74,1
CUST0403,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card,51.63,213.42,0
CUST0404,Female,0,Yes,Yes,3,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,105.77,314.86,1
CUST0405,Male,1,No,Yes,20,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card,69.92,1389.2,0
CUST0406,Female,0,Yes,No,66,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,110.06,7264.47,0
CUST0407,Female,0,Yes,Yes,11,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,71.68,789.99,0
CUST0408,Female,1,No,Yes,13,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,28.88,374.24,0
CUST0409,Male,0,Yes,No,8,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,One year,Yes,Mailed check,31.52,257.38,0
CUST0410,Female,1,No,No,49,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,31.02,1511.37,1
CUST0411,Female,0,No,Yes,46,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card,43.19,1987.05,0
CUST0412,Female,0,Yes,Yes,17,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,92.3,1579.08,1
CUST0413,Female,0,No,No,4,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,97.6,385.22,1
CUST0414,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,91.53,1000.94,0
CUST0415,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,45.96,1476.42,1
CUST0416,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,105.42,2636.7,1
CUST0417,Female,1,Yes,No,53,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,27.47,1456.55,0
CUST0418,Female,0,Yes,No,4,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card,48.43,202.86,0
CUST0419,Female,0,No,Yes,2,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,84.16,172.8,0
CUST0420,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,64.5,3291.57,0
CUST0421,Female,0,No,Yes,62,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,114.61,7096.68,0
CUST0422,Female,0,Yes,Yes,43,Yes,No phone service,No,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer,116.11,4999.11,0
CUST0423,Female,0,Yes,Yes,61,Yes,No phone service,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,93.09,5669.34,0
CUST0424,Female,0,No,No,51,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,34.62,1773.27,0
CUST0425,Female,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Bank transfer,108.11,2809.97,0
CUST0426,Female,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,78.36,4862.0,1
CUST0427,Female,0,Yes,No,39,No,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,74.8,2917.41,0
CUST0428,Female,0,No,Yes,59,No,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,53.93,3191.1,1
CUST0429,Female,1,Yes,Yes,16,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,87.64,1394.7,0
CUST0430,Male,0,No,Yes,24,Yes,Yes,No,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer,66.79,1596.58,0
CUST0431,Male,0,Yes,No,3,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,59.2,178.41,0
CUST0432,Female,0,Yes,No,0,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,80.22,-8.24,0
CUST0433,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,90.3,2531.95,1
CUST0434,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,24.18,1009.94,1
CUST0435,Male,0,No,No,41,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Credit card,24.86,1028.33,1
CUST0436,Male,0,Yes,No,58,Yes,No phone service,No,No internet service,No,No internet service,No,No,No internet service,Two year,No,Electronic check,73.41,4258.74,0
CUST0437,Female,0,No,No,52,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No,Two year,No,Mailed check,30.96,1602.44,0
CUST0438,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,42.48,980.77,0
CUST0439,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,104.97,1687.8,1
CUST0440,Male,0,No,No,29,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,33.28,962.86,0
CUST0441,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,31.62,216.08,0
CUST0442,Female,0,Yes,No,58,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.62,2579.3,0
CUST0443,Male,0,No,Yes,46,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,73.59,3377.18,0
CUST0444,Male,0,No,Yes,66,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,68.02,4482.35,0
CUST0445,Male,0,No,No,38,Yes,No phone service,No,No,No,No internet service,No,Yes,Yes,One year,No,Mailed check,53.42,2035.8,0
CUST0446,Male,0,Yes,No,13,No,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,36.12,459.75,0
CUST0447,Female,0,No,Yes,1,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.2,80.94,0
CUST0448,Male,0,No,No,36,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,99.83,3595.0,0
CUST0449,Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,52.26,1624.88,0
CUST0450,Male,0,Yes,Yes,32,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,91.83,2938.6,1
CUST0451,Female,0,No,No,63,Yes,No,No,No,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,46.57,2929.54,0
CUST0452,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,62.59,1878.9,1
CUST0453,Male,1,No,No,70,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,105.19,7354.53,1
CUST0454,Male,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card,40.44,724.77,1
CUST0455,Male,1,No,No,59,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,One year,No,Electronic check,64.09,3782.71,0
CUST0456,Female,0,Yes,Yes,33,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,40.59,1346.37,0
CUST0457,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,98.38,6091.12,1
CUST0458,Male,0,Yes,No,45,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,45.9,2063.09,0
CUST0459,Female,0,No,No,34,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card,60.09,2036.47,0
CUST0460,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.33,4204.14,1
CUST0461,Female,0,No,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,100.12,6509.67,0
CUST0462,Male,0,Yes,Yes,20,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card,80.19,1594.45,1
CUST0463,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,21.03,1228.92,0
CUST0464,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,112.77,4958.65,1
CUST0465,Female,0,No,No,59,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,48.16,2844.44,0
CUST0466,Male,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,99.23,7049.31,1
CUST0467,Female,0,No,No,9,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,No,Bank transfer,49.13,432.91,0
CUST0468,Male,0,No,No,16,No,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,29.56,478.41,0
CUST0469,Male,0,No,Yes,61,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card,43.87,2683.51,0
CUST0470,Male,0,No,No,43,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,95.85,4130.27,1
CUST0471,Male,0,No,No,19,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,41.34,783.24,0
CUST0472,Female,0,No,Yes,24,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card,91.25,2186.51,0
CUST0473,Female,0,Yes,No,23,Yes,No phone service,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,24.61,558.17,1
CUST0474,Female,0,Yes,Yes,65,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,31.37,2041.7,0
CUST0475,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,29.6,1870.2,1
CUST0476,Male,0,Yes,Yes,4,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,97.54,390.21,1
CUST0477,Male,0,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,22.86,1232.51,0
CUST0478,Female,0,No,No,1,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,118.66,121.91,1
CUST0479,Female,0,Yes,No,64,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,48.52,3103.28,0
CUST0480,Female,0,No,Yes,52,No,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,44.99,2334.71,0
CUST0481,Male,0,No,No,12,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,93.87,1135.42,0
CUST0482,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,72.19,1586.11,0
CUST0483,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer,114.7,2530.86,0
CUST0484,Male,0,No,No,68,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.78,5353.44,1
CUST0485,Female,0,Yes,No,41,No,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,62.01,2548.62,1
CUST0486,Male,0,Yes,No,67,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.46,2110.46,0
CUST0487,Female,0,Yes,No,53,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,91.52,4857.99,1
CUST0488,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,118.36,232.23,1
CUST0489,Male,1,No,No,3,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,89.71,271.38,1
CUST0490,Female,0,Yes,Yes,19,No,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,62.81,1185.72,0
CUST0491,Male,0,Yes,No,7,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,49.7,351.12,1
CUST0492,Male,0,No,Yes,33,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,23.47,779.73,1
CUST0493,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,52.67,219.68,0
CUST0494,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,58.7,1755.85,1
CUST0495,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,114.95,5280.0,1
CUST0496,Male,0,No,No,43,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,65.32,2800.86,1
CUST0497,Female,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.29,1335.29,1
CUST0498,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Mailed check,100.66,6854.35,0
CUST0499,Male,0,No,No,22,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card,29.24,646.02,0
CUST0500,Male,0,No,No,54,No,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card,99.14,5350.14,0
CUST0501,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,117.18,3742.18,0
CUST0502,Male,0,Yes,No,58,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,108.29,6287.05,1
CUST0503,Female,0,No,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,107.1,3106.65,1
CUST0504,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Two year,No,Credit card,108.66,3918.02,0
CUST0505,Male,0,No,No,36,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,73.62,2647.65,0
CUST0506,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,25.08,823.99,0
CUST0507,Female,0,Yes,No,61,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,72.05,4389.98,0
CUST0508,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,36.23,878.11,0
CUST0509,Female,0,No,Yes,21,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,69.0,1443.88,1
CUST0510,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,102.04,5415.77,1
CUST0511,Female,0,Yes,No,70,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card,31.64,2219.56,0
CUST0512,Female,0,No,Yes,52,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Mailed check,85.75,4454.49,0
CUST0513,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,78.33,3912.69,0
CUST0514,Male,0,Yes,No,2,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.51,171.35,1
CUST0515,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,114.86,4024.04,1
CUST0516,Male,1,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,101.87,2143.82,0
CUST0517,Female,0,No,Yes,3,Yes,No phone service,No,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,108.14,317.91,0
CUST0518,Female,0,No,No,40,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,99.81,3985.68,1
CUST0519,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card,38.92,165.3,1
CUST0520,Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,24.13,538.97,0
CUST0521,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,57.94,2439.94,1
CUST0522,Female,1,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,88.11,5730.02,0
CUST0523,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,21.64,1409.77,1
CUST0524,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.06,2160.63,0
CUST0525,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,94.93,3697.19,1
CUST0526,Female,1,No,Yes,28,Yes,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card,39.81,1117.58,0
